artist,Biography,Listeners,Playcount,Similar Artists
Voz Veis,"Voz Veis is a Venezuelan vocal sextet that has taken his name from popular slang used in Maracaibo city, place where the sextet came from. In 2007 Voz Veis became the first Venezuelan agrupation in ever win a Grammy Latino. <a href=""https://www.last.fm/music/Voz+Veis"">Read more on Last.fm</a>",17908,270271,"['Tecupae', 'Los Bacanos', 'Sanluis', 'Victor Muñoz', 'Servando & Florentino']"
Jone Quest," <a href=""https://www.last.fm/music/Jone+Quest"">Read more on Last.fm</a>",382,1853,"['Darkiel', 'Anonimus', 'Marvel Boy', 'Gotay ""El Autentiko""', 'Juanka']"
Mym," <a href=""https://www.last.fm/music/MYM"">Read more on Last.fm</a>",7047,45674,"['Sou El Flotador', 'Benny Benni', 'Darkiel', 'El Nene La amenaza', 'Juanka']"
Lord Echo,"Lord Echo is another alias of Mike Fabulous, half of Fabulous/Arabia, as well as  a member of The Black Seeds, The Scribes of Ra, Dub Connection. <a href=""https://www.last.fm/music/Lord+Echo"">Read more on Last.fm</a>",136090,1397082,"['The Dynamics', ""Fat Freddy's Drop"", 'The Black Seeds', 'Blundetto', 'Pete Josef']"
Arcángel,"Austin Santos, conocido como Arcangel, nació en Nueva York el 23 de diciembre de 1985. Honrando su ascendencia puertorriqueño-dominicana, se trasladó a Puerto Rico en 1999 para dedicarse al reggaetón.

En 2007, Arcangel comenzó su carrera solo trabajando en un sencillo con DJ Nelson, considerado el padrino del reggaetón. La canción, “Chica Virtual”, apareció en el álbum de recopilación de Nelson “Flow La Discoteka 2” y se hizo popular en las radios urbanas. <a href=""https://www.last.fm/music/+noredirect/Arc%C3%A1ngel"">Read more on Last.fm</a>",329305,8837154,"['De La Ghetto', 'Wisin & Yandel', 'Ñengo Flow', 'Feid', 'Anuel AA']"
Bad Bunny,"Benito Antonio Martínez Ocasio (born March 10, 1994), known professionally as Bad Bunny, is a Puerto Rican singer, rapper, and producer based out of San Juan. Emerging in 2016, he quickly rose to national success on the strength of his early singles and soon signed with Hear This Music, an agency owned by fellow Puerto Ricans DJ Luian and Mambo Kingz. Appearances with Ñengo Flow, Anitta, and Ozuna soon followed and in early 2017, he kicked off an especially prolific run with the singles ""Pa Ti"" <a href=""https://www.last.fm/music/Bad+Bunny"">Read more on Last.fm</a>",1745229,254051043,"['Rauw Alejandro', 'Jhayco', 'Mora', 'Tainy', 'Feid']"
O.B.F,"Dub crew out of Geneva, Switzerland. OBF stands for ""Original Bass Foundation"". <a href=""https://www.last.fm/music/o.b.f"">Read more on Last.fm</a>",26188,305801,"['Sumac Dub', 'Khoe Wa', 'Indica Dubs', 'Manudigital', 'Atili']"
Goldy Boy," <a href=""https://www.last.fm/music/Goldy+Boy"">Read more on Last.fm</a>",1295,5493,"['Shadow Blow', 'El Nene La amenaza', 'Poeta Callejero', 'Musicologo The Libro', 'Lo Blanquito']"
J Balvin,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>",1441773,49203831,"['Maluma', 'Nicky Jam', 'Ozuna', 'Sech', 'Yandel']"
Cruzito,"Edi Cruz (born December 17, 1986), known artistically as Cruzito, is a Reggaeton singer from Montreal, Canada.

Cruzito is best known for his collaboration on R.K.M & Ken-Y's debut album ""Masterpiece"" with the songs ""Dime Que Será"", ""Sueltáte"" and ""Si La Vez"". He has also been part of numerous Reggaeton albums including ""Gargolas 5: The Next Generation"", DJ Memo's ""La Revolucion"" and Masterpiece: World Tour (Sold Out) where he performed in R.K.M & Ken-Y's major concert in Puerto Rico. <a href=""https://www.last.fm/music/Cruzito"">Read more on Last.fm</a>",18078,74592,"['Yaga y Mackie', 'Magnate', 'Divino', 'Arcangel y De La Ghetto', 'Rakim Y Ken-Y']"
Endo,"1/ Endo were a four-piece nu metal/hard rock music group from Miami, Florida. The band formed in 1995 with Lou Orenstein, Diego Ponsa, Reggie Barret, and Gil Bitton. A local production company, ""Concrete Management"", signed the band in the late 90's, where they opened for such bands as the Foo Fighters and Static-X. They were later signed to DV8/Columbia Records, and released two major albums in Evolve (2001) and Songs for the Restless (2003). The group also appeared at the Ozzfest Tour in 2003. <a href=""https://www.last.fm/music/Endo"">Read more on Last.fm</a>",113342,954353,"['Ünloco', 'Lifer', 'Taproot', 'Skrape', 'From Zero']"
Lele El Arma Secreta," <a href=""https://www.last.fm/music/Lele+El+Arma+Secreta"">Read more on Last.fm</a>",4677,48559,"['Gotay ""El Autentiko""', 'Arte Elegante', 'Benny Benni', 'Sammy & Falsetto', 'Kendo Kaponi']"
Charly García,"One of the most important rock and pop musicians in Latin America, Carlos Alberto García Moreno, better known as Charly García is a keyboardist, guitarist and singer-songwriter, born in Buenos Aires, Argentina in 1951. 

A former member of the legendary bands Sui Generis (1972-1975), Porsuigieco (1976), La Máquina de Hacer Pájaros (1977-1978) and Serú Girán (1978-1982), García has behind him a 40-year musical career that includes these bands -and his solo work- that carries on to this day. <a href=""https://www.last.fm/music/+noredirect/Charly+Garc%C3%ADa"">Read more on Last.fm</a>",289949,16278558,"['Serú Girán', 'Sui Generis', 'Fito Páez', 'La Máquina de Hacer Pájaros', 'Luis Alberto Spinetta']"
L'Entourloop,"L'Entourloop are the unstoppable elders, King James and Sir Johnny. Since 1964, when the song ""My Boy Lollipop"" flooded the European radio airwaves, L'Entourloop’s love for reggae and its culture has never stopped growing. The success of their previous albums ""Chickens in Your Town"" (2015) and ""Le Savoir Faire"" (2017), with their famous ""Banging Hip-Hop Inna Yardie Style"" quickly brought L’Entourloop into the spotlight, along with their hundreds of shows performed all over Europe & their hundreds of millions of plays on music platforms. <a href=""https://www.last.fm/music/L%27Entourloop"">Read more on Last.fm</a>",60665,902048,"['Skarra Mucci', 'Biga Ranx', 'Taiwan Mc', 'Manudigital', 'Flox']"
Young Izak," <a href=""https://www.last.fm/music/Young+Izak"">Read more on Last.fm</a>",503,2551,"['Los de la Nazza', 'Pusho', 'Elio MafiaBoy', 'Egwa', 'D-ENYEL']"
LVNDSCAPE,"Nick Baas, also known by his stage name Lvndscape (stylicised as LVNDSCAPE), is a Dutch deep house and tropical house DJ and producer signed to Spinnin' Records. <a href=""https://www.last.fm/music/LVNDSCAPE"">Read more on Last.fm</a>",126095,969161,"['Sam Feldt', 'Thomas Gold', 'Mike Perry', 'John De Sohn', 'Lucas & Steve']"
Marcus Gad," <a href=""https://www.last.fm/music/Marcus+Gad"">Read more on Last.fm</a>",8506,108862,"['Inna De Yard', 'Clinton Fearon', 'Raging Fyah', 'Danakil', 'Winston McAnuff']"
Alexis,"There are at least six artists called alexis.

1) alexis

German-Danish artist. The music can be describet as IDM, Downbeat or Chillout with Breakbeat-elements - sometimes it makes you happy sometimes very sad. It can you make feeling in love or it could also make you feel stupid.

For more informations about and free downloads from this german guy, please visit the official myspace-Site www.myspace.com/lxsmusic.

2) Alexis, Chanson-Singer

3) Alexis, aka Elena Ferretti <a href=""https://www.last.fm/music/Alexis"">Read more on Last.fm</a>",15531,105475,"['Go Go Girls', 'Virginelle', 'Annalise', 'Matt Land', 'Edo']"
Baby Angel," <a href=""https://www.last.fm/music/Baby+Angel"">Read more on Last.fm</a>",544,2127,"['milkcartonangel', 'Natalie !', 'Midi Brotherhood', 'Genetica', 'iljâ graveura']"
Morodo,"Morodo is a reggae or ragga singer from Madrid,Spain. He started in the music more influenced by Hip Hop but as time passes his style has changed an now he can be considered as reggae music.

He has two official discs named OZMLStyle and Cosas que contarte.

In his tours he has a backing band from Barcelona called Ranking Soldiers. <a href=""https://www.last.fm/music/Morodo"">Read more on Last.fm</a>",50977,1113886,"['Cañas! & Jahvy .', 'Mr. Rango', 'Chulito Camacho', 'Little Pepe', 'Swan Fyahbwoy']"
Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>",770709,58274194,"['Jhayco', 'Feid', 'Mora', 'Bad Bunny', 'Myke Towers']"
Darkiel," <a href=""https://www.last.fm/music/Darkiel"">Read more on Last.fm</a>",20569,200252,"['Juanka', 'D.Ozi', 'Sou El Flotador', 'Kendo Kaponi', 'Musicologo y Menes']"
Prince Buster,"Prince Buster (Cecil Bustamente Campbell, 24 May 1938 - 8 September 2016) was a Jamaican singer, songwriter and producer. He is regarded as one of the most important figures in the history of ska and rocksteady music. The records he released in the 1960s influenced and shaped the course of Jamaican contemporary music and created a legacy of work that later reggae and ska artists would draw upon.

Born Cecil Bustamente Campbell on Orange Street in Kingston <a href=""https://www.last.fm/music/Prince+Buster"">Read more on Last.fm</a>",185037,1628923,"['Derrick Morgan', 'Justin Hinds & The Dominoes', 'The Techniques', 'The Ethiopians', 'Desmond Dekker']"
Damian Marley,"Damian Robert Nesta ""Jr. Gong"" Marley (born July 21, 1978 in Kingston, Jamaica) is a reggae artist who has won three Grammy awards. Damian Marley is the youngest son of reggae legend Bob Marley.

Damian was two years old when his father Bob died; he is the only child born to Marley and Cindy Breakspeare, Miss World 1976. Damian's nickname Junior Gong is derived from his father's nickname of Tuff Gong. Damian has been performing since the age of 13 and released his first album in 1996, at the age of 18. <a href=""https://www.last.fm/music/Damian+Marley"">Read more on Last.fm</a>",1110089,16960832,"['Stephen Marley', 'Protoje', 'Nas & Damian Marley', 'Nas & Damian ""Jr. Gong"" Marley', 'Julian Marley']"
Boy Wonder CF," <a href=""https://www.last.fm/music/Boy+Wonder+Cf"">Read more on Last.fm</a>",81515,460781,"['Revol', 'Jory Boy', 'Bryant Myers', 'Angel y Khriz', 'Héctor ""El Father""']"
Greeicy,"Greeicy Yeliana Rendón Ceballos (born 30 October 1992) is a Colombian actress and singer.

She remained in Cali for the first five years of her childhood, until her parents, Luis Alberto Rendón and Lucy Ceballos, decided to move to Bogota. Since she was a child, she has an interest in interpretation and music, and took classes in acting, piano, flute, guitar and singing.

Her first participation in the screens, was in the 2007 edition of the reality show for talents children's Factor Xs <a href=""https://www.last.fm/music/Greeicy"">Read more on Last.fm</a>",104630,1642024,"['Mike Bahía', 'Piso 21', 'Natti Natasha', 'Camilo', 'Manuel Turizo']"
Gentleman,"Gentleman (⋆ as Tilmann Otto 1975 in Osnabrück, Germany) is a reggae musican. Gentleman resides in Cologne, but sometimes names Jamaica as his home away from home. He became hooked on his brother’s reggae records and thus wanted to get to know Jamaica first-hand. He has been traveling to Jamaica regularly since he was 16, and the island has become a second home for him. Gentleman is also regarded as a popular reggae artist in Jamaica as well, which he regards as an honor, being a European. <a href=""https://www.last.fm/music/Gentleman"">Read more on Last.fm</a>",622967,14562693,"['Sizzla', 'Morgan Heritage', 'Collie Buddz', 'Patrice', 'Ky-Mani Marley']"
Seu Jorge,"Jorge Mário da Silva, known by his stage name Seu Jorge, is a Brazilian musical artist, songwriter and actor. He is considered by many a renewer of Brazilian pop samba. Seu Jorge cites samba schools and soul singer Stevie Wonder as major musical influences. Jorge is also known for his film roles as Mané Galinha in the 2002 film City of God and as Pelé dos Santos in the 2004 film The Life Aquatic with Steve Zissou. His musical work has received praise from many of his fellow musicians including Beck and David Bowie. <a href=""https://www.last.fm/music/Seu+Jorge"">Read more on Last.fm</a>",840679,16845289,"['Ana Carolina & Seu Jorge', ""Mart'nália"", 'Os Originais Do Samba', 'Martinho Da Vila', 'Arlindo Cruz']"
Indiomar," <a href=""https://www.last.fm/music/Indiomar"">Read more on Last.fm</a>",2804,40289,"['Musiko', 'Jay Kalyl', 'Alex Zurdo', 'MaDiel LaRa', 'Omy Alka']"
Jo Mersa Marley," <a href=""https://www.last.fm/music/Jo+Mersa+Marley"">Read more on Last.fm</a>",7508,45619,"['Stephen Marley', 'Jesse Royal', 'Kabaka Pyramid', 'Ky-Mani Marley', 'Elijah Prophet']"
Julito Padrón," <a href=""https://www.last.fm/music/Julito+Padr%C3%B3n"">Read more on Last.fm</a>",8,9,[]
Menes,"http://soundcloud.com/menesmusic

http://www.myspace.com/mikolajmenes

http://wef.pl/

http://soundcloud.com/funftestrasse

http://www.facebook.com/funftestrasse <a href=""https://www.last.fm/music/Menes"">Read more on Last.fm</a>",283,615,"['Esfinge', 'Grayson Wells', 'Ani Williams', 'Egyptian Meditation Temple', 'James Stone']"
Edi Rock," <a href=""https://www.last.fm/music/Edi+Rock"">Read more on Last.fm</a>",89724,898336,"['MV Bill', 'Sabotage', 'Nocivo Shomon', 'DJ Caique', '509-E']"
Ñengo Flow,"Edwin Rosa, publicly popular as ""Ñengo Flow"" is a hip hop artist and composer of Puerto Rican music. Its fast and complex letters have referred to as the ""Real G"" urban type.

Flow Ñengo born on October 15, 1981 in the town of Rio Piedras. This great rapper grew and raised in the town of Bayamon, Puerto Rico. It is there since childhood he was interested the world of urban music. His beginnings as a rapper were developed with letters of the street, everyday living Edwin Rosa. <a href=""https://www.last.fm/music/+noredirect/%C3%91engo+Flow"">Read more on Last.fm</a>",201571,3758767,"['Jory Boy', 'Anuel AA', 'Nova y Jory', 'Bryant Myers', 'J Alvarez']"
Miscellaneous,"Memphis rapper and Mob Ties recording artist Miscellaneous known for a past beef with rapper Yo Gotti has been arrested on murder charges with bail set at $500,000. The rapper is reported to have contacted MemphisRap.com’s Deanna Brown by phone from jail to give a statement regarding his arrest in which he stated, “Im not guilty and I want everyone to know that!”

The rapper is pending another court date and has currently been charged with attempted 1st degree murder <a href=""https://www.last.fm/music/+noredirect/Miscellaneous"">Read more on Last.fm</a>",1427,8319,[]
Demarco,"With an intense love and enthusiasm for every aspect of the music business – from producing to songwriting to deejaying to engineering – Demarco has his fingers on the pulse of almost every genre of the infectious rhythms of the world. Whether it’s reggae, dancehall, hip-hop, R&B, Demarco has written and produced for the best of them. Top names like Olivia, Styles P and Sean Paul have experienced his producing skills, while Bounty Killer and <a href=""https://www.last.fm/music/Demarco"">Read more on Last.fm</a>",112277,762844,"['Konshens', 'Busy Signal', 'Vybz Kartel', 'Aidonia', 'Christopher Martin']"
Donny Caballero," <a href=""https://www.last.fm/music/Donny+Caballero"">Read more on Last.fm</a>",3807,22427,"['Lil Silvio & El Vega', 'Rocko y Blasty', 'Dragon & Caballero', 'Victor Muñoz', 'Los 4']"
Ele A El Dominio," <a href=""https://www.last.fm/music/Ele+A+El+Dominio"">Read more on Last.fm</a>",47425,1019811,"['Jamby El Favo', 'Jon Z', 'Ñengo Flow', 'Bryant Myers', 'Anuel AA']"
Shelow Shaq," <a href=""https://www.last.fm/music/Shelow+Shaq"">Read more on Last.fm</a>",25273,180900,"['Monkey Black', 'Lapiz Conciente', 'Treintisiete', 'El Mayor Clasico', 'Yaisel LM']"
Gadiel,"Playing reggaeton since 1997, Gadiel Veguilla is younger brother of Llandel Veguilla from the Reggaeton duo Wisin y Yandel. Along with release of videoclip ""Pegate"", he announced his solo career officially. <a href=""https://www.last.fm/music/Gadiel"">Read more on Last.fm</a>",28800,126064,"['Jayko', 'Franco ""El Gorila""', 'Yomo', 'Jadiel', 'Erre XI']"
Sara Lugo," <a href=""https://www.last.fm/music/Sara+Lugo"">Read more on Last.fm</a>",16207,131071,"['Jah Bouks', 'Jah Sun', 'Naptali', 'Iba Mahr', 'Dre Island']"
KAROL G,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. <a href=""https://www.last.fm/music/Karol+G"">Read more on Last.fm</a>",1158248,52535295,[]
La Vela Puerca,"La Vela Puerca is ""Uruguay's most famous ska-rock-band"". It was founded 1995 in Montevideo.

Its founders were Sebastián Teysera (lead vocals, frontman and main songwriter), Nicolás Lieutier (bass guitar) and Santiago Butler (guitar) - all three are still part of the band today. The band's first appearance as La Vela Puerca was in a montevidean street party in December 24, 1995. By then, several new members had already joined in. In 1996, frontman Sebastián Teysera presented a demo tape to a band contest. <a href=""https://www.last.fm/music/La+Vela+Puerca"">Read more on Last.fm</a>",126699,3518824,"['No Te Va Gustar', 'El Cuarteto De Nos', 'Zeballos', 'Kapanga', 'Los Pericos']"
Farruko,"Farruko is a reggaeton and Latin pop singer from Puerto Rico. His given name is Carlos Efren Reyes, and he was born in Bayamon, Puerto Rico in 1991. At the age of 16, he began to post his songs under his stage name to MySpace. His first single, ""Sexo Fuera del Planeta,"" gained thousands of followers, and from there he explored the potential of other social media networks. Due to his massive success on the Internet, he came to the attention of Puerto Rican radio and music industry executives, who enlisted his vocal talents for other artists. <a href=""https://www.last.fm/music/Farruko"">Read more on Last.fm</a>",677399,8611598,"['Nicky Jam', 'Andy Rivera', 'J Alvarez', 'Yandel', 'Wisin']"
Guts,"There are several artists that perform under the name Guts: 1. Fabrice Franck Henri, a hip-hop producer from France, 2. a pop punk band from Las Vegas, NV, 3. a Finnish death metal band.
---
1) Originally concealed in the credits of the record covers under the heading “composition and production”, Guts secured his fame as a beatmaker by trimming the soundtrack of Alliance Ethnik, Big Red or the Svinkels.

In solo since 2007 and his album “Le Bienheureux” <a href=""https://www.last.fm/music/Guts"">Read more on Last.fm</a>",333411,5169236,"['Degiheugi', 'The Architect', 'Chinese Man', 'Wax Tailor', 'Kognitif']"
Inner Circle,"Jamaican reggae band Inner Circle was formed 1968 by Ian and Roger Lewis. The band gained success through the front-man and lead singer Jacob Miller, who was killed in a car crash 1980. 1978-80 Inner Circle was more popular in Jamaica than Bob Marley. The band also appeared in the reggae film Rockers in 1978. The album Everything Is Great reached top 20 in the UK 1979. In 1989 the hit 'Bad Boys' was released with Charlton Coffie as lead singer. Another international hit was 'Sweat (A La La La La Long)' 1993. <a href=""https://www.last.fm/music/Inner+Circle"">Read more on Last.fm</a>",780614,5194085,"['UB40', 'Big Mountain', 'Ini Kamoze', 'Jimmy Cliff', 'Gregory Isaacs']"
Iseo & Dodosound," <a href=""https://www.last.fm/music/iSeo+&+Dodosound"">Read more on Last.fm</a>",34167,500779,"['Pupajim', 'Hollie Cook', 'Soom T', ""Mo'kalamity"", 'Stand High Patrol']"
Omar K11," <a href=""https://www.last.fm/music/Omar+K11"">Read more on Last.fm</a>",1046,5861,"['Noreh', 'Omar koOnze', 'Gustavo Elis', 'Omar Acedo', 'Dani Barranco']"
French Montana,"French Montana aka Frenchy aka Macaroni with the cheese aka Frenchington aka Mr. Cocaine City started the Cocaine City DVDs and is now a world renowned rapper that blows stacks on his private jet, gets mad bitches, still moves enough coke to ski on, will shoot you in your face and is rich as fuck. French recently signed with Akons Konvict records. Him and Akon go around, blowin stacks on piff and bottles of grand cru and slappin bitches with multiple stacks. <a href=""https://www.last.fm/music/French+Montana"">Read more on Last.fm</a>",1658398,23861090,"['Meek Mill', 'DJ Khaled', 'Rick Ross', '2 Chainz', 'Tyga']"
Alexis y Fido," Known for their skillful wordplay and their comedic double entendres, reggaeton duo Alexis y Fido, affectionately known as ""Los Pitbulls,"" may be old dogs in the genre, but they have plenty of new tricks that will make audiences sit down and beg for more.

After wooing reggaeton fans with the smash single El Tiburon, featured on Luny Tunes' Mas Flow 2, the hardworking duo is now set to unleash its debut album The Pitbulls, which is promising to make the world bark to a new tune. <a href=""https://www.last.fm/music/Alexis+y+Fido"">Read more on Last.fm</a>",234403,2252507,"['Wisin & Yandel', 'Tony Dize', 'Tito El Bambino', 'Franco ""El Gorilla""', 'Daddy Yankee']"
Ras Telford," <a href=""https://www.last.fm/music/Ras+Telford"">Read more on Last.fm</a>",7,21,[]
Eloy,"Eloy is a progressive rock band from Germany, whose musical style includes symphonic and space rock, the latter being more prevalent on earlier albums. The band took their name from the Eloi, a futuristic race of people in the H.G. Wells novel The Time Machine.

Founded in 1969 by guitarist Frank Bornemann, the band has endured several line-up changes, with Bornemann being the only consistent member. In the 1980s, after a series of major splits in the group (which disbanded in 1984 and reformed in 1988) <a href=""https://www.last.fm/music/Eloy"">Read more on Last.fm</a>",277828,3999414,"['Nektar', 'Camel', 'Triumvirat', 'Beggars Opera', 'Grobschnitt']"
Lui-G 21+," <a href=""https://www.last.fm/music/Lui-G+21%252B"">Read more on Last.fm</a>",5663,35279,"['Fusion Perreo', 'Tony Lenta', 'AMARO', 'Opi The Hit Machine', 'Gotay ""El Autentiko""']"
"Franco ""El Gorilla"""," <a href=""https://www.last.fm/music/Franco+%22El+Gorilla%22"">Read more on Last.fm</a>",42466,342351,"['Alexis y Fido', 'Tony Dize', 'Wisin & Yandel', 'Voltio', 'Tito ""El Bambino""']"
Zoufris Maracas,"Zoufris Maracas is a French music group, formed by two childhood friends from Sète, Vincent Sanchez, known as Vin's, and Vincent Allard, known as Micho. 

The name of the group Zoufris is a reference to the Algerian workers who came to work in France in the 1950s. It was in 2007 while playing in the Paris metro as a duo that they were noticed by Julio Rodriguez, independent producer, who introduced them to François Causse, who joined as a drummer. <a href=""https://www.last.fm/music/Zoufris+Maracas"">Read more on Last.fm</a>",58040,633331,"['Massilia Sound System', 'La Rue Kétanou', 'R.Wan', 'Anis', 'Yves Jamait']"
Pipe Calderón," <a href=""https://www.last.fm/music/Pipe+Calder%C3%B3n"">Read more on Last.fm</a>",16586,79547,"['Fusion Perreo', 'Yelsid', 'Alberto Stylee', 'KEVIN FLOREZ', 'Jhonny Rivera']"
Alexio," <a href=""https://www.last.fm/music/Alexio"">Read more on Last.fm</a>",35915,214189,"['The Rudeboyz', 'Soulfia', 'Kartel Montana', 'Agus Padilla', 'Chyno Miranda']"
Dj Idem," <a href=""https://www.last.fm/music/Dj+Idem"">Read more on Last.fm</a>",717,3135,"['mdpc', 'rosswell', 'White Gangster', '808 Conglomerate', 'Ympressiv / Treax']"
Sizzla,"Sizzla Kalonji (real name Miguel Orlando Collins) is a Jamaican reggae musician. He was born on 17 April 1976, in St Mary, Jamaica, of devout Rastafari parents and raised in August Town. He is unusually prolific, even by Jamaican standards.  Sizzla has worked with such artists as Mobb Deep.

Sizzla, along with reggae recording artists such as Capleton, Buju Banton, and Anthony B, are credited with leading a movement toward a re-embracement of Rastafarian <a href=""https://www.last.fm/music/Sizzla"">Read more on Last.fm</a>",459905,5460014,"['Bounty Killer', 'Morgan Heritage', 'Capleton', 'Anthony B', 'Buju Banton']"
Baby Rasta,"Baby Rasta y Gringo (born July 3, 1978 Wilmer Alicea and Samuel Gerena, respectively) are a Reggaeton duo from Puerto Rico, famous for their track El Carnaval (The Carnival). They were originally called ""Eazy Boyz"". After changing their names they released three albums, New Prophecy in 1998, Fire Live in 2003 and Sentenciados in 2004. Sentenciados came out in both parental advisory and edited versions, and a ""platinum version"", including a bonus DVD, was released in 2005. <a href=""https://www.last.fm/music/Baby+Rasta"">Read more on Last.fm</a>",73858,378082,"['Cheka', 'Eddie Dee', 'Yomo', 'Magnate', 'Sammy & Falsetto']"
Sixto Rein," <a href=""https://www.last.fm/music/Sixto+Rein"">Read more on Last.fm</a>",12121,54454,"['Gustavo Elis', 'Sou El Flotador', ""Los cadillac's"", 'Victor Drija', 'Oscarcito']"
Lary Over," <a href=""https://www.last.fm/music/Lary+Over"">Read more on Last.fm</a>",60782,661483,"['Pepe Quintana', 'Bryant Myers', 'TRAP CAPOS', 'Juhn', 'Noriel']"
Rayo & Toby," <a href=""https://www.last.fm/music/Rayo+&+Toby"">Read more on Last.fm</a>",25751,221215,"['Luigi 21 Plus', 'Alkilados', 'Don Omar', 'Ñejo', 'Tony Dize']"
Tippa Irie,"Tippa Irie (real name Anthony Henry) is a British reggae singer and DJ from Brixton, London, UK. He first came to prominence in the early eighties as an MC on the South London reggae soundsystem Saxon Studio International. That has been at the forefront of the U.K. reggae dancehall scene for the past 25 years and helped launch the careers of artists such as Maxi Priest, Papa Levi and Smiley Culture.

He achieved his first national exposure on night time BBC Radio 1 in the mid 1980s <a href=""https://www.last.fm/music/Tippa+Irie"">Read more on Last.fm</a>",19149,104147,"['Papa Levi', 'Admiral Bailey', 'Nitty Gritty', 'Burro Banton', 'Nicodemus']"
Mueka," <a href=""https://www.last.fm/music/Mueka"">Read more on Last.fm</a>",30564,298110,"['Goya Alfa', 'Mambo kingz', 'Carbon Fiber Music', 'Sammy & Falsetto', 'Quiher']"
Luny Tunes," Luny Tunes is a Dominican reggaeton production duo consisting of Francisco Saldaña (Luny) and Víctor Cabrera (Tunes), who have been known for creating unique musical rhythms for some of the most popular reggaeton artists since the early 2000s. LunyTunes produced Daddy Yankee's hit single ""Gasolina"".


 <a href=""https://www.last.fm/music/Luny+Tunes"">Read more on Last.fm</a>",127954,964425,"['Héctor ""El Father""', 'Tito ""El Bambino""', 'Trebol Clan', 'Wisin & Yandel', 'Tony Dize']"
Lutan Fyah,""" ... Rastafari livity means to tolerate and to live side by side with those of other faiths no matter which race, no matter which class. The purpose of Haile Selassie is to see that we become one in unity and love ... and that is my purpose."" Lutan Fyah 

Much, much more than a deejay, much more than a singer and more than a chanter too Lutan Fyah also plays guitar, keyboards and the kette drum. He holds strong beliefs in originality at all times and so he is a songwriter too and <a href=""https://www.last.fm/music/Lutan+Fyah"">Read more on Last.fm</a>",171524,1417064,"['Kabaka Pyramid', 'Junior Kelly', 'Protoje', 'Anthony B', 'Collie Buddz']"
Nelflow," <a href=""https://www.last.fm/music/nelflow"">Read more on Last.fm</a>",11,65,[]
Nueva Alianza," <a href=""https://www.last.fm/music/Nueva+Alianza"">Read more on Last.fm</a>",585,6425,"['Alika & Nueva Alianza', 'Fidel Nadal', 'Lumumba', 'Chala Rasta', 'Actitud Maria Marta']"
N'Zeng,"N'zeng, of own name Sébastien Blanchon, is a french trumpet player, composer and producer. He likes to be a free electron in the musical landscape as much for his personal projects as for his various collaborations like with Gorillaz, Rone, L'Entourloop, Agoria, Madben ... and he was an active member of the band Le Peuple de l'Herbe for 15 years (6 albums, a ""Victoire de la musique""). 
To come a new collaboration with L'Entourloop on the next album, he is on tour with them now and the release of his solo album in 2022.  <a href=""https://www.last.fm/music/N%27Zeng"">Read more on Last.fm</a>",387,1104,"[""N'Zeng, Charlotte Savary"", 'Charlotte Savary', 'Maxime Lebidois', 'Little Element', 'Ratso']"
Wisin & Yandel,"Wisin & Yandel is a Puerto Rican reggaeton duo, consisting of Llandel Veguilla Malavé Salazar (Yandel) and Juan Luis Morera Luna (Wisin). They started their career in 1995 and have been together ever since, winning several awards during that time.

Their biggest hits are ""Rakata"", ""Llamé Pa' Verte (Bailando Sexy)"", ""Pam Pam"", ""Sexy Movimiento"", ""Pegao"",""Síguelo"", ""Abusadora"", and ""Gracias a Tí"". Wisin & Yandel have collaborated with internationally known artists such as R. <a href=""https://www.last.fm/music/Wisin+&+Yandel"">Read more on Last.fm</a>",709952,13152231,"['Don Omar', 'Daddy Yankee', 'Tony Dize', 'Yandel', 'Alexis y Fido']"
Alexio La Bruja," <a href=""https://www.last.fm/music/Alexio+La+Bruja"">Read more on Last.fm</a>",3193,20007,"['Sinfonico', 'Hanzel La H', 'Yeruza', 'Joniel', 'Chucky73']"
